"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"59","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","196","The method 'run()' has a cognitive complexity of 2, current threshold is 1","Design","CognitiveComplexity"
"60","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","196","The method 'run()' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"61","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","196","The method 'run()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"62","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","215","The method 'setExitValue(int)' has a NCSS line count of 2.","Design","NcssCount"
"63","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","215","The method 'setExitValue(int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"64","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","215","The method 'setExitValue(int)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"65","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","215","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"66","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","221","The method 'setExitValues(int[])' has a NCSS line count of 2.","Design","NcssCount"
"67","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","221","The method 'setExitValues(int[])' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"68","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","221","The method 'setExitValues(int[])' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"69","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","221","The method 'setExitValues(int[])' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"70","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","221","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"71","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","226","The method 'isFailure(int)' has a NCSS line count of 11.","Design","NcssCount"
"72","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","226","The method 'isFailure(int)' has a cognitive complexity of 10, current threshold is 1","Design","CognitiveComplexity"
"73","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","226","The method 'isFailure(int)' has a cyclomatic complexity of 5.","Design","CyclomaticComplexity"
"74","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","226","The method 'isFailure(int)' has an NPath complexity of 5, current threshold is 1","Design","NPathComplexity"
"75","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","226","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"76","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","252","The method 'createThread(Runnable, String)' has a NCSS line count of 2.","Design","NcssCount"
"77","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","252","The method 'createThread(Runnable, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"78","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","252","The method 'createThread(Runnable, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"79","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","252","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"80","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","269","The method 'launch(CommandLine, Map<String, String>, File)' has a NCSS line count of 6.","Design","NcssCount"
"81","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","269","The method 'launch(CommandLine, Map<String, String>, File)' has a cognitive complexity of 3, current threshold is 1","Design","CognitiveComplexity"
"82","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","269","The method 'launch(CommandLine, Map<String, String>, File)' has a cyclomatic complexity of 6.","Design","CyclomaticComplexity"
"83","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","269","The method 'launch(CommandLine, Map<String, String>, File)' has an NPath complexity of 4, current threshold is 1","Design","NPathComplexity"
"84","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","269","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"85","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","287","The method 'getExecutorThread()' has a NCSS line count of 2.","Design","NcssCount"
"86","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","287","The method 'getExecutorThread()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"87","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","287","The method 'getExecutorThread()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"88","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","296","The method 'closeProcessStreams(Process)' has a NCSS line count of 10.","Design","NcssCount"
"89","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","296","The method 'closeProcessStreams(Process)' has a cognitive complexity of 3, current threshold is 1","Design","CognitiveComplexity"
"90","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","296","The method 'closeProcessStreams(Process)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"91","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","296","The method 'closeProcessStreams(Process)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"92","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","296","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"93","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","331","The method 'executeInternal(CommandLine, Map<String, String>, File, ExecuteStreamHandler)' has a NCSS line count of 49.","Design","NcssCount"
"94","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","331","The method 'executeInternal(CommandLine, Map<String, String>, File, ExecuteStreamHandler)' has a cognitive complexity of 19, current threshold is 1","Design","CognitiveComplexity"
"95","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","331","The method 'executeInternal(CommandLine, Map<String, String>, File, ExecuteStreamHandler)' has a cyclomatic complexity of 22.","Design","CyclomaticComplexity"
"96","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","331","The method 'executeInternal(CommandLine, Map<String, String>, File, ExecuteStreamHandler)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"97","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","331","Avoid long parameter lists (4 parameters - threshold is 1).","Design","ExcessiveParameterList"
"98","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","436","The method 'setExceptionCaught(IOException)' has a NCSS line count of 3.","Design","NcssCount"
"99","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","436","The method 'setExceptionCaught(IOException)' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"100","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","436","The method 'setExceptionCaught(IOException)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"101","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","436","The method 'setExceptionCaught(IOException)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"102","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","436","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"103","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","447","The method 'getExceptionCaught()' has a NCSS line count of 2.","Design","NcssCount"
"104","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","447","The method 'getExceptionCaught()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"105","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/DefaultExecutor.java","3","447","The method 'getExceptionCaught()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"1","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","28","The class 'ExecuteException' has a NCSS line count of 16 (Highest = 4).","Design","NcssCount"
"2","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","28","The class 'ExecuteException' has a total cyclomatic complexity of 4 (highest 1).","Design","CyclomaticComplexity"
"3","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","28","This class has 4 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"4","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","52","The constructor 'ExecuteException(String, int)' has a NCSS line count of 4.","Design","NcssCount"
"5","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","52","The constructor 'ExecuteException(String, int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"6","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","52","The constructor 'ExecuteException(String, int)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"7","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","52","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"8","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","67","The constructor 'ExecuteException(String, int, Throwable)' has a NCSS line count of 4.","Design","NcssCount"
"9","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","67","The constructor 'ExecuteException(String, int, Throwable)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"10","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","67","The constructor 'ExecuteException(String, int, Throwable)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"11","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","67","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"12","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","77","The method 'getCause()' has a NCSS line count of 2.","Design","NcssCount"
"13","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","77","The method 'getCause()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"14","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","77","The method 'getCause()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"15","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","85","The method 'getExitValue()' has a NCSS line count of 2.","Design","NcssCount"
"16","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","85","The method 'getExitValue()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"17","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteException.java","3","85","The method 'getExitValue()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"1","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteResultHandler.java","3","30","The interface 'ExecuteResultHandler' has a NCSS line count of 3 (Highest = 1).","Design","NcssCount"
"2","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteResultHandler.java","3","30","This class has 2 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"3","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteResultHandler.java","3","37","The method 'onProcessComplete(int)' has a NCSS line count of 1.","Design","NcssCount"
"4","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteResultHandler.java","3","37","The method 'onProcessComplete(int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"5","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteResultHandler.java","3","37","The method 'onProcessComplete(int)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"6","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteResultHandler.java","3","37","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"7","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteResultHandler.java","3","44","The method 'onProcessFailed(ExecuteException)' has a NCSS line count of 1.","Design","NcssCount"
"8","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteResultHandler.java","3","44","The method 'onProcessFailed(ExecuteException)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"9","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteResultHandler.java","3","44","The method 'onProcessFailed(ExecuteException)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"10","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteResultHandler.java","3","44","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"1","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","31","The interface 'ExecuteStreamHandler' has a NCSS line count of 6 (Highest = 1).","Design","NcssCount"
"2","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","31","This class has 5 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"3","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","41","The method 'setProcessInputStream(OutputStream)' has a NCSS line count of 1.","Design","NcssCount"
"4","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","41","The method 'setProcessInputStream(OutputStream)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"5","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","41","The method 'setProcessInputStream(OutputStream)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"6","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","41","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"7","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","51","The method 'setProcessErrorStream(InputStream)' has a NCSS line count of 1.","Design","NcssCount"
"8","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","51","The method 'setProcessErrorStream(InputStream)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"9","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","51","The method 'setProcessErrorStream(InputStream)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"10","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","51","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"11","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","61","The method 'setProcessOutputStream(InputStream)' has a NCSS line count of 1.","Design","NcssCount"
"12","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","61","The method 'setProcessOutputStream(InputStream)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"13","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","61","The method 'setProcessOutputStream(InputStream)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"14","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","61","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"15","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","69","The method 'start()' has a NCSS line count of 1.","Design","NcssCount"
"16","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","69","The method 'start()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"17","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","69","The method 'start()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"18","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","77","The method 'stop()' has a NCSS line count of 1.","Design","NcssCount"
"19","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","77","The method 'stop()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"20","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteStreamHandler.java","3","77","The method 'stop()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"1","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","51","The class 'ExecuteWatchdog' has a NCSS line count of 75 (Highest = 13).","Design","NcssCount"
"2","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","51","The class 'ExecuteWatchdog' has a total cyclomatic complexity of 29 (highest 6).","Design","CyclomaticComplexity"
"3","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","51","This class has 9 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"4","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","84","The constructor 'ExecuteWatchdog(long)' has a NCSS line count of 10.","Design","NcssCount"
"5","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","84","The constructor 'ExecuteWatchdog(long)' has a cognitive complexity of 2, current threshold is 1","Design","CognitiveComplexity"
"6","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","84","The constructor 'ExecuteWatchdog(long)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"7","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","84","The constructor 'ExecuteWatchdog(long)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"8","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","84","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"9","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","107","The method 'start(Process)' has a NCSS line count of 13.","Design","NcssCount"
"10","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","107","The method 'start(Process)' has a cognitive complexity of 3, current threshold is 1","Design","CognitiveComplexity"
"11","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","107","The method 'start(Process)' has a cyclomatic complexity of 6.","Design","CyclomaticComplexity"
"12","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","107","The method 'start(Process)' has an NPath complexity of 4, current threshold is 1","Design","NPathComplexity"
"13","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","107","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"14","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","131","The method 'failedToStart(Exception)' has a NCSS line count of 4.","Design","NcssCount"
"15","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","131","The method 'failedToStart(Exception)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"16","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","131","The method 'failedToStart(Exception)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"17","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","131","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"18","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","141","The method 'stop()' has a NCSS line count of 5.","Design","NcssCount"
"19","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","141","The method 'stop()' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"20","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","141","The method 'stop()' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"21","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","141","The method 'stop()' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"22","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","152","The method 'destroyProcess()' has a NCSS line count of 4.","Design","NcssCount"
"23","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","152","The method 'destroyProcess()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"24","org.apache.commons.exec","/Users/grantnelson/go/src/github.com/apache/commons-exec/src/main/java/org/apache/commons/exec/ExecuteWatchdog.java","3","152","The method 'destroyProcess()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
