"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"12","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","95","The method 'testUntypedPattern()' has a NCSS line count of 10.","Design","NcssCount"
"13","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","95","The method 'testUntypedPattern()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"14","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","95","The method 'testUntypedPattern()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"15","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","110","The method 'testNumberPattern()' has a NCSS line count of 9.","Design","NcssCount"
"16","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","110","The method 'testNumberPattern()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"17","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","110","The method 'testNumberPattern()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"18","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","126","The method 'testClassPattern()' has a NCSS line count of 6.","Design","NcssCount"
"19","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","126","The method 'testClassPattern()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"20","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","126","The method 'testClassPattern()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"21","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","137","The method 'testObjectPattern()' has a NCSS line count of 7.","Design","NcssCount"
"22","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","137","The method 'testObjectPattern()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"23","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","137","The method 'testObjectPattern()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"24","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","149","The method 'testURLPattern()' has a NCSS line count of 6.","Design","NcssCount"
"25","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","149","The method 'testURLPattern()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"26","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","149","The method 'testURLPattern()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"27","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","160","The method 'testExistingFilePattern()' has a NCSS line count of 5.","Design","NcssCount"
"28","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","160","The method 'testExistingFilePattern()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"29","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","160","The method 'testExistingFilePattern()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"30","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","172","The method 'testRequiredOption()' has a NCSS line count of 8.","Design","NcssCount"
"31","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","172","The method 'testRequiredOption()' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"32","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","172","The method 'testRequiredOption()' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"33","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PatternOptionBuilderTest.java","3","172","The method 'testRequiredOption()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"1","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","27","The class 'PosixParserTest' has a NCSS line count of 13 (Highest = 3).","Design","NcssCount"
"2","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","27","The class 'PosixParserTest' has a total cyclomatic complexity of 10 (highest 1).","Design","CyclomaticComplexity"
"3","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","27","This class has 10 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"4","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","31","The method 'setUp()' has a NCSS line count of 3.","Design","NcssCount"
"5","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","31","The method 'setUp()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"6","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","31","The method 'setUp()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"7","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","38","The method 'testDoubleDash2()' has a NCSS line count of 1.","Design","NcssCount"
"8","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","38","The method 'testDoubleDash2()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"9","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","38","The method 'testDoubleDash2()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"10","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","43","The method 'testLongWithoutEqualSingleDash()' has a NCSS line count of 1.","Design","NcssCount"
"11","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","43","The method 'testLongWithoutEqualSingleDash()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"12","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","43","The method 'testLongWithoutEqualSingleDash()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"13","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","48","The method 'testAmbiguousLongWithoutEqualSingleDash()' has a NCSS line count of 1.","Design","NcssCount"
"14","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","48","The method 'testAmbiguousLongWithoutEqualSingleDash()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"15","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","48","The method 'testAmbiguousLongWithoutEqualSingleDash()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"16","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","53","The method 'testNegativeOption()' has a NCSS line count of 1.","Design","NcssCount"
"17","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","53","The method 'testNegativeOption()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"18","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","53","The method 'testNegativeOption()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"19","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","58","The method 'testLongWithUnexpectedArgument1()' has a NCSS line count of 1.","Design","NcssCount"
"20","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","58","The method 'testLongWithUnexpectedArgument1()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"21","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","58","The method 'testLongWithUnexpectedArgument1()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"22","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","63","The method 'testLongWithEqualSingleDash()' has a NCSS line count of 1.","Design","NcssCount"
"23","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","63","The method 'testLongWithEqualSingleDash()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"24","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","63","The method 'testLongWithEqualSingleDash()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"25","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","68","The method 'testShortWithEqual()' has a NCSS line count of 1.","Design","NcssCount"
"26","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","68","The method 'testShortWithEqual()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"27","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","68","The method 'testShortWithEqual()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"28","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","73","The method 'testUnambiguousPartialLongOption4()' has a NCSS line count of 1.","Design","NcssCount"
"29","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","73","The method 'testUnambiguousPartialLongOption4()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"30","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","73","The method 'testUnambiguousPartialLongOption4()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"31","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","78","The method 'testAmbiguousPartialLongOption4()' has a NCSS line count of 1.","Design","NcssCount"
"32","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","78","The method 'testAmbiguousPartialLongOption4()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"33","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/PosixParserTest.java","3","78","The method 'testAmbiguousPartialLongOption4()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"1","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/UtilTest.java","3","25","The class 'UtilTest' has a NCSS line count of 12 (Highest = 6).","Design","NcssCount"
"2","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/UtilTest.java","3","25","The class 'UtilTest' has a total cyclomatic complexity of 2 (highest 1).","Design","CyclomaticComplexity"
"3","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/UtilTest.java","3","25","This class has 2 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"4","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/UtilTest.java","3","28","The method 'testStripLeadingHyphens()' has a NCSS line count of 5.","Design","NcssCount"
"5","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/UtilTest.java","3","28","The method 'testStripLeadingHyphens()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"6","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/UtilTest.java","3","28","The method 'testStripLeadingHyphens()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"7","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/UtilTest.java","3","37","The method 'testStripLeadingAndTrailingQuotes()' has a NCSS line count of 6.","Design","NcssCount"
"8","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/UtilTest.java","3","37","The method 'testStripLeadingAndTrailingQuotes()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"9","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/UtilTest.java","3","37","The method 'testStripLeadingAndTrailingQuotes()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"1","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","29","A value of 3 may denote a high amount of coupling within the class (threshold: 1)","Design","CouplingBetweenObjects"
"2","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","29","The class 'ValueTest' has a NCSS line count of 171 (Highest = 14).","Design","NcssCount"
"3","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","29","The class 'ValueTest' has a total cyclomatic complexity of 25 (highest 1).","Design","CyclomaticComplexity"
"4","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","29","This class has 25 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"5","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","35","The method 'setUp()' has a NCSS line count of 14.","Design","NcssCount"
"6","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","35","The method 'setUp()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"7","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","35","The method 'setUp()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"8","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","60","The method 'testShortNoArg()' has a NCSS line count of 3.","Design","NcssCount"
"9","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","60","The method 'testShortNoArg()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"10","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","60","The method 'testShortNoArg()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"11","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","67","The method 'testShortNoArgWithOption()' has a NCSS line count of 3.","Design","NcssCount"
"12","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","67","The method 'testShortNoArgWithOption()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"13","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","67","The method 'testShortNoArgWithOption()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"14","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","74","The method 'testShortWithArg()' has a NCSS line count of 4.","Design","NcssCount"
"15","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","74","The method 'testShortWithArg()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"16","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","74","The method 'testShortWithArg()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"17","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","82","The method 'testShortWithArgWithOption()' has a NCSS line count of 4.","Design","NcssCount"
"18","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","82","The method 'testShortWithArgWithOption()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"19","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","82","The method 'testShortWithArgWithOption()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"20","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","90","The method 'testLongNoArg()' has a NCSS line count of 3.","Design","NcssCount"
"21","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","90","The method 'testLongNoArg()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"22","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","90","The method 'testLongNoArg()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"23","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","97","The method 'testLongNoArgWithOption()' has a NCSS line count of 3.","Design","NcssCount"
"24","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","97","The method 'testLongNoArgWithOption()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"25","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","97","The method 'testLongNoArgWithOption()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"26","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","104","The method 'testLongWithArg()' has a NCSS line count of 4.","Design","NcssCount"
"27","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","104","The method 'testLongWithArg()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"28","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","104","The method 'testLongWithArg()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"29","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","112","The method 'testLongWithArgWithOption()' has a NCSS line count of 4.","Design","NcssCount"
"30","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","112","The method 'testLongWithArgWithOption()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"31","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","112","The method 'testLongWithArgWithOption()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"32","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","120","The method 'testShortOptionalArgNoValue()' has a NCSS line count of 6.","Design","NcssCount"
"33","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","120","The method 'testShortOptionalArgNoValue()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"34","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","120","The method 'testShortOptionalArgNoValue()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"35","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","131","The method 'testShortOptionalArgNoValueWithOption()' has a NCSS line count of 6.","Design","NcssCount"
"36","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","131","The method 'testShortOptionalArgNoValueWithOption()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"37","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","131","The method 'testShortOptionalArgNoValueWithOption()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"38","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","142","The method 'testShortOptionalArgValue()' has a NCSS line count of 6.","Design","NcssCount"
"39","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","142","The method 'testShortOptionalArgValue()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"40","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","142","The method 'testShortOptionalArgValue()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"41","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","153","The method 'testShortOptionalArgValueWithOption()' has a NCSS line count of 6.","Design","NcssCount"
"42","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","153","The method 'testShortOptionalArgValueWithOption()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"43","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","153","The method 'testShortOptionalArgValueWithOption()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"44","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","164","The method 'testLongOptionalNoValue()' has a NCSS line count of 6.","Design","NcssCount"
"45","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","164","The method 'testLongOptionalNoValue()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"46","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","164","The method 'testLongOptionalNoValue()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"47","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","175","The method 'testLongOptionalNoValueWithOption()' has a NCSS line count of 6.","Design","NcssCount"
"48","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","175","The method 'testLongOptionalNoValueWithOption()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"49","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","175","The method 'testLongOptionalNoValueWithOption()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"50","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","186","The method 'testLongOptionalArgValue()' has a NCSS line count of 6.","Design","NcssCount"
"51","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","186","The method 'testLongOptionalArgValue()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"52","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","186","The method 'testLongOptionalArgValue()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"53","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","197","The method 'testLongOptionalArgValueWithOption()' has a NCSS line count of 6.","Design","NcssCount"
"54","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","197","The method 'testLongOptionalArgValueWithOption()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"55","org.apache.commons.cli","/Users/grantnelson/go/src/github.com/apache/commons-cli/src/test/java/org/apache/commons/cli/ValueTest.java","3","197","The method 'testLongOptionalArgValueWithOption()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
