"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"328","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1756","The method 'call()' has a NCSS line count of 2.","Design","NcssCount"
"329","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1756","The method 'call()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"330","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1756","The method 'call()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"331","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1775","The method 'parse(String)' has a NCSS line count of 4.","Design","NcssCount"
"332","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1775","The method 'parse(String)' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"333","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1775","The method 'parse(String)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"334","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1775","The method 'parse(String)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"335","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1775","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"336","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1795","The method 'asyncParse(String)' has a NCSS line count of 2.","Design","NcssCount"
"337","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1795","The method 'asyncParse(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"338","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1795","The method 'asyncParse(String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"339","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1795","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"340","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1797","The class '' has a NCSS line count of 2 (Highest = 2).","Design","NcssCount"
"341","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1797","The class '' has a total cyclomatic complexity of 1 (highest 1).","Design","CyclomaticComplexity"
"342","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1797","This class has 1 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"343","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1800","The method 'call()' has a NCSS line count of 2.","Design","NcssCount"
"344","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1800","The method 'call()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"345","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1800","The method 'call()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"346","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1820","The method 'parse(URL)' has a NCSS line count of 4.","Design","NcssCount"
"347","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1820","The method 'parse(URL)' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"348","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1820","The method 'parse(URL)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"349","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1820","The method 'parse(URL)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"350","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1820","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"351","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1840","The method 'asyncParse(URL)' has a NCSS line count of 2.","Design","NcssCount"
"352","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1840","The method 'asyncParse(URL)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"353","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1840","The method 'asyncParse(URL)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"354","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1840","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"355","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1842","The class '' has a NCSS line count of 2 (Highest = 2).","Design","NcssCount"
"356","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1842","The class '' has a total cyclomatic complexity of 1 (highest 1).","Design","CyclomaticComplexity"
"357","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1842","This class has 1 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"358","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1845","The method 'call()' has a NCSS line count of 2.","Design","NcssCount"
"359","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1845","The method 'call()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"360","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1845","The method 'call()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"361","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1862","The method 'asyncParse(Callable<T>)' has a NCSS line count of 4.","Design","NcssCount"
"362","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1862","The method 'asyncParse(Callable<T>)' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"363","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1862","The method 'asyncParse(Callable<T>)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"364","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1862","The method 'asyncParse(Callable<T>)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"365","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1862","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"366","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1894","The method 'register(String, URL)' has a NCSS line count of 4.","Design","NcssCount"
"367","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1894","The method 'register(String, URL)' has a cognitive complexity of 1, current threshold is 1","Design","CognitiveComplexity"
"368","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1894","The method 'register(String, URL)' has a cyclomatic complexity of 2.","Design","CyclomaticComplexity"
"369","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1894","The method 'register(String, URL)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"370","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1894","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"371","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1911","The method 'register(String, String)' has a NCSS line count of 6.","Design","NcssCount"
"372","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1911","The method 'register(String, String)' has a cognitive complexity of 2, current threshold is 1","Design","CognitiveComplexity"
"373","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1911","The method 'register(String, String)' has a cyclomatic complexity of 4.","Design","CyclomaticComplexity"
"374","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1911","The method 'register(String, String)' has an NPath complexity of 2, current threshold is 1","Design","NPathComplexity"
"375","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1911","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"376","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1934","The method 'registerAll(Map<String, URL>)' has a NCSS line count of 2.","Design","NcssCount"
"377","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1934","The method 'registerAll(Map<String, URL>)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"378","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1934","The method 'registerAll(Map<String, URL>)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"379","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1934","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"380","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1981","The method 'createInputSourceFromURL(URL)' has a NCSS line count of 8.","Design","NcssCount"
"381","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1981","The method 'createInputSourceFromURL(URL)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"382","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1981","The method 'createInputSourceFromURL(URL)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"383","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","1981","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"384","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2003","The method 'createInputSourceFromURL(String)' has a NCSS line count of 2.","Design","NcssCount"
"385","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2003","The method 'createInputSourceFromURL(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"386","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2003","The method 'createInputSourceFromURL(String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"387","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2003","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"388","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2020","The method 'addRule(String, Rule)' has a NCSS line count of 3.","Design","NcssCount"
"389","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2020","The method 'addRule(String, Rule)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"390","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2020","The method 'addRule(String, Rule)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"391","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2020","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"392","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2031","The method 'addRuleSet(RuleSet)' has a NCSS line count of 11.","Design","NcssCount"
"393","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2031","The method 'addRuleSet(RuleSet)' has a cognitive complexity of 4, current threshold is 1","Design","CognitiveComplexity"
"394","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2031","The method 'addRuleSet(RuleSet)' has a cyclomatic complexity of 3.","Design","CyclomaticComplexity"
"395","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2031","The method 'addRuleSet(RuleSet)' has an NPath complexity of 3, current threshold is 1","Design","NPathComplexity"
"396","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2031","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"397","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2057","The method 'addBeanPropertySetter(String)' has a NCSS line count of 2.","Design","NcssCount"
"398","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2057","The method 'addBeanPropertySetter(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"399","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2057","The method 'addBeanPropertySetter(String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"400","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2057","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"401","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2069","The method 'addBeanPropertySetter(String, String)' has a NCSS line count of 2.","Design","NcssCount"
"402","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2069","The method 'addBeanPropertySetter(String, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"403","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2069","The method 'addBeanPropertySetter(String, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"404","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2069","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"405","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2081","The method 'addCallMethod(String, String)' has a NCSS line count of 2.","Design","NcssCount"
"406","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2081","The method 'addCallMethod(String, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"407","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2081","The method 'addCallMethod(String, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"408","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2081","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"409","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2094","The method 'addCallMethod(String, String, int)' has a NCSS line count of 2.","Design","NcssCount"
"410","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2094","The method 'addCallMethod(String, String, int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"411","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2094","The method 'addCallMethod(String, String, int)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"412","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2094","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"413","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2112","The method 'addCallMethod(String, String, int, String[])' has a NCSS line count of 2.","Design","NcssCount"
"414","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2112","The method 'addCallMethod(String, String, int, String[])' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"415","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2112","The method 'addCallMethod(String, String, int, String[])' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"416","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2112","Avoid long parameter lists (4 parameters - threshold is 1).","Design","ExcessiveParameterList"
"417","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2130","The method 'addCallMethod(String, String, int, Class<?>[])' has a NCSS line count of 2.","Design","NcssCount"
"418","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2130","The method 'addCallMethod(String, String, int, Class<?>[])' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"419","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2130","The method 'addCallMethod(String, String, int, Class<?>[])' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"420","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2130","Avoid long parameter lists (4 parameters - threshold is 1).","Design","ExcessiveParameterList"
"421","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2142","The method 'addCallParam(String, int)' has a NCSS line count of 2.","Design","NcssCount"
"422","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2142","The method 'addCallParam(String, int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"423","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2142","The method 'addCallParam(String, int)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"424","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2142","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"425","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2155","The method 'addCallParam(String, int, String)' has a NCSS line count of 2.","Design","NcssCount"
"426","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2155","The method 'addCallParam(String, int, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"427","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2155","The method 'addCallParam(String, int, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"428","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2155","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"429","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2169","The method 'addCallParam(String, int, boolean)' has a NCSS line count of 2.","Design","NcssCount"
"430","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2169","The method 'addCallParam(String, int, boolean)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"431","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2169","The method 'addCallParam(String, int, boolean)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"432","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2169","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"433","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2184","The method 'addCallParam(String, int, int)' has a NCSS line count of 2.","Design","NcssCount"
"434","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2184","The method 'addCallParam(String, int, int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"435","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2184","The method 'addCallParam(String, int, int)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"436","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2184","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"437","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2197","The method 'addCallParamPath(String, int)' has a NCSS line count of 2.","Design","NcssCount"
"438","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2197","The method 'addCallParamPath(String, int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"439","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2197","The method 'addCallParamPath(String, int)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"440","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2197","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"441","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2217","The method 'addObjectParam(String, int, Object)' has a NCSS line count of 2.","Design","NcssCount"
"442","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2217","The method 'addObjectParam(String, int, Object)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"443","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2217","The method 'addObjectParam(String, int, Object)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"444","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2217","Avoid long parameter lists (3 parameters - threshold is 1).","Design","ExcessiveParameterList"
"445","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2230","The method 'addFactoryCreate(String, String)' has a NCSS line count of 2.","Design","NcssCount"
"446","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2230","The method 'addFactoryCreate(String, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"447","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/main/java/org/apache/commons/digester3/Digester.java","3","2230","The method 'addFactoryCreate(String, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
