"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"2","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","43","The class 'SetPropertyRuleTestCase' has a NCSS line count of 46 (Highest = 23).","Design","NcssCount"
"3","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","43","The class 'SetPropertyRuleTestCase' has a total cyclomatic complexity of 13 (highest 8).","Design","CyclomaticComplexity"
"4","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","43","This class has 5 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"5","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","61","The class '' has a NCSS line count of 3 (Highest = 3).","Design","NcssCount"
"6","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","61","The class '' has a total cyclomatic complexity of 1 (highest 1).","Design","CyclomaticComplexity"
"7","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","65","The method 'configure()' has a NCSS line count of 3.","Design","NcssCount"
"8","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","65","The method 'configure()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"9","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","65","The method 'configure()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"10","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","84","The method 'setUp()' has a NCSS line count of 2.","Design","NcssCount"
"11","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","84","The method 'setUp()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"12","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","84","The method 'setUp()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"13","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","95","The method 'tearDown()' has a NCSS line count of 2.","Design","NcssCount"
"14","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","95","The method 'tearDown()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"15","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","95","The method 'tearDown()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"16","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","108","The method 'testPositive()' has a NCSS line count of 6.","Design","NcssCount"
"17","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","108","The method 'testPositive()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"18","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","108","The method 'testPositive()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"19","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","126","The method 'testNegative()' has a NCSS line count of 23.","Design","NcssCount"
"20","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","126","The method 'testNegative()' has a cognitive complexity of 21, current threshold is 1","Design","CognitiveComplexity"
"21","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","126","The method 'testNegative()' has a cyclomatic complexity of 8.","Design","CyclomaticComplexity"
"22","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","126","The method 'testNegative()' has an NPath complexity of 7, current threshold is 1","Design","NPathComplexity"
"23","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","183","The method 'xmlTestReader(String)' has a NCSS line count of 2.","Design","NcssCount"
"24","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","183","The method 'xmlTestReader(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"25","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","183","The method 'xmlTestReader(String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"26","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","183","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"27","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","192","The method 'testElementWithNoAttributes()' has a NCSS line count of 3.","Design","NcssCount"
"28","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","192","The method 'testElementWithNoAttributes()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"29","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SetPropertyRuleTestCase.java","3","192","The method 'testElementWithNoAttributes()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"1","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","25","The class 'SimpleTestBean' has a NCSS line count of 35 (Highest = 11).","Design","NcssCount"
"2","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","25","The class 'SimpleTestBean' has a total cyclomatic complexity of 10 (highest 1).","Design","CyclomaticComplexity"
"3","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","25","This class has 10 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"4","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","36","The method 'getAlpha()' has a NCSS line count of 2.","Design","NcssCount"
"5","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","36","The method 'getAlpha()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"6","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","36","The method 'getAlpha()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"7","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","41","The method 'setAlpha(String)' has a NCSS line count of 2.","Design","NcssCount"
"8","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","41","The method 'setAlpha(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"9","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","41","The method 'setAlpha(String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"10","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","41","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"11","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","46","The method 'getBeta()' has a NCSS line count of 2.","Design","NcssCount"
"12","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","46","The method 'getBeta()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"13","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","46","The method 'getBeta()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"14","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","51","The method 'setBeta(String)' has a NCSS line count of 2.","Design","NcssCount"
"15","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","51","The method 'setBeta(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"16","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","51","The method 'setBeta(String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"17","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","51","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"18","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","56","The method 'getGamma()' has a NCSS line count of 2.","Design","NcssCount"
"19","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","56","The method 'getGamma()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"20","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","56","The method 'getGamma()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"21","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","61","The method 'setGamma(String)' has a NCSS line count of 2.","Design","NcssCount"
"22","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","61","The method 'setGamma(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"23","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","61","The method 'setGamma(String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"24","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","61","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"25","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","66","The method 'getDeltaValue()' has a NCSS line count of 2.","Design","NcssCount"
"26","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","66","The method 'getDeltaValue()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"27","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","66","The method 'getDeltaValue()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"28","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","71","The method 'setDelta(String)' has a NCSS line count of 2.","Design","NcssCount"
"29","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","71","The method 'setDelta(String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"30","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","71","The method 'setDelta(String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"31","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","71","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"32","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","76","The method 'setAlphaBeta(String, String)' has a NCSS line count of 3.","Design","NcssCount"
"33","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","76","The method 'setAlphaBeta(String, String)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"34","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","76","The method 'setAlphaBeta(String, String)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"35","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","76","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"36","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","83","The method 'toString()' has a NCSS line count of 11.","Design","NcssCount"
"37","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","83","The method 'toString()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"38","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/SimpleTestBean.java","3","83","The method 'toString()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"1","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","29","The class 'TestBean' has a NCSS line count of 97 (Highest = 4).","Design","NcssCount"
"2","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","29","The class 'TestBean' has a total cyclomatic complexity of 39 (highest 2).","Design","CyclomaticComplexity"
"3","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","29","This class has 38 public methods and attributes; current threshold is 1.","Design","ExcessivePublicCount"
"4","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","32","The constructor 'TestBean()' has a NCSS line count of 1.","Design","NcssCount"
"5","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","32","The constructor 'TestBean()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"6","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","32","The constructor 'TestBean()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"7","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","38","The constructor 'TestBean(boolean, double)' has a NCSS line count of 3.","Design","NcssCount"
"8","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","38","The constructor 'TestBean(boolean, double)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"9","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","38","The constructor 'TestBean(boolean, double)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"10","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","38","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"11","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","51","The constructor 'TestBean(Boolean, Double)' has a NCSS line count of 2.","Design","NcssCount"
"12","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","51","The constructor 'TestBean(Boolean, Double)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"13","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","51","The constructor 'TestBean(Boolean, Double)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"14","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","51","Avoid long parameter lists (2 parameters - threshold is 1).","Design","ExcessiveParameterList"
"15","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","63","The method 'getBooleanProperty()' has a NCSS line count of 2.","Design","NcssCount"
"16","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","63","The method 'getBooleanProperty()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"17","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","63","The method 'getBooleanProperty()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"18","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","68","The method 'setBooleanProperty(boolean)' has a NCSS line count of 2.","Design","NcssCount"
"19","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","68","The method 'setBooleanProperty(boolean)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"20","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","68","The method 'setBooleanProperty(boolean)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"21","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","68","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"22","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","78","The method 'getDoubleProperty()' has a NCSS line count of 2.","Design","NcssCount"
"23","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","78","The method 'getDoubleProperty()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"24","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","78","The method 'getDoubleProperty()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"25","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","83","The method 'setDoubleProperty(double)' has a NCSS line count of 2.","Design","NcssCount"
"26","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","83","The method 'setDoubleProperty(double)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"27","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","83","The method 'setDoubleProperty(double)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"28","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","83","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"29","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","93","The method 'getFalseProperty()' has a NCSS line count of 2.","Design","NcssCount"
"30","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","93","The method 'getFalseProperty()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"31","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","93","The method 'getFalseProperty()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"32","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","98","The method 'setFalseProperty(boolean)' has a NCSS line count of 2.","Design","NcssCount"
"33","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","98","The method 'setFalseProperty(boolean)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"34","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","98","The method 'setFalseProperty(boolean)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"35","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","98","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"36","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","108","The method 'getFloatProperty()' has a NCSS line count of 2.","Design","NcssCount"
"37","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","108","The method 'getFloatProperty()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"38","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","108","The method 'getFloatProperty()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"39","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","113","The method 'setFloatProperty(float)' has a NCSS line count of 2.","Design","NcssCount"
"40","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","113","The method 'setFloatProperty(float)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"41","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","113","The method 'setFloatProperty(float)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"42","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","113","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"43","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","123","The method 'getIntArray()' has a NCSS line count of 2.","Design","NcssCount"
"44","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","123","The method 'getIntArray()' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"45","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","123","The method 'getIntArray()' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"46","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","128","The method 'setIntArray(int[])' has a NCSS line count of 2.","Design","NcssCount"
"47","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","128","The method 'setIntArray(int[])' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"48","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","128","The method 'setIntArray(int[])' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
"49","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","128","Avoid long parameter lists (1 parameters - threshold is 1).","Design","ExcessiveParameterList"
"50","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","135","The method 'getIntIndexed(int)' has a NCSS line count of 2.","Design","NcssCount"
"51","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","135","The method 'getIntIndexed(int)' has a cyclomatic complexity of 1.","Design","CyclomaticComplexity"
"52","org.apache.commons.digester3","/Users/grantnelson/go/src/github.com/apache/commons-digester/core/src/test/java/org/apache/commons/digester3/TestBean.java","3","135","The method 'getIntIndexed(int)' has an NPath complexity of 1, current threshold is 1","Design","NPathComplexity"
